bees,plants,repeat,total_trips,total_pollen_collected,avg_distance_per_bee,avg_trips_per_bee,total_plant_visits,plants_visited,visitation_rate,avg_pollen_level,pollen_per_distance,pollen_per_bee_per_step
200,25,3,26,1855.0,2222.019079929983,0.13,60,23,0.92,0.258,0.00417413157419524,0.009275
200,25,4,50,2415.0,2266.884479064975,0.25,84,25,1.0,0.034,0.005326694020588376,0.012075
200,25,5,30,1945.0,2161.562739206826,0.15,66,21,0.84,0.222,0.004499059788367993,0.009725
200,25,6,47,2200.0,2351.9161316231543,0.235,81,22,0.88,0.12,0.004677037523616307,0.011
200,25,7,34,1855.0,2292.0839769142285,0.17,59,22,0.88,0.25799999999999995,0.004046535857070423,0.009275
200,25,8,55,2470.0,2231.486936426222,0.275,85,25,1.0,0.012,0.005534426304900897,0.01235
200,25,9,39,2015.0,2214.7381666980937,0.195,68,22,0.88,0.19399999999999998,0.004549070473202078,0.010075
20,50,0,33,1575.0,1887.2231279235864,1.65,56,26,0.52,0.685,0.041727975264188574,0.07875
20,50,1,34,1380.0,1680.8808021049724,1.7,47,19,0.38,0.7240000000000001,0.04104990664037038,0.069
20,50,2,27,1155.0,1973.535915334268,1.35,42,15,0.3,0.769,0.029262198651306824,0.05775
20,50,3,32,1310.0,2237.6755915764197,1.6,47,16,0.32,0.738,0.02927144589080311,0.0655
20,50,4,36,1660.0,1772.0974140773026,1.8,59,20,0.4,0.6679999999999999,0.04683715428997255,0.083
20,50,5,33,1275.0,1765.258112320352,1.65,46,15,0.3,0.745,0.036113698928823226,0.06375
20,50,6,27,1185.0,1807.4684365781584,1.35,42,18,0.36,0.763,0.032780655418896396,0.05925
20,50,7,31,1255.0,1836.0844817473128,1.55,45,17,0.34,0.7490000000000001,0.03417598733816641,0.06275
20,50,8,38,1610.0,1810.004716156344,1.9,57,21,0.42,0.6780000000000002,0.044475022236929125,0.0805
20,50,9,34,1495.0,1962.986401092303,1.7,51,23,0.46,0.701,0.03807973400040132,0.07475
30,50,0,52,2160.0,2036.2661637999227,1.7333333333333334,77,27,0.54,0.5680000000000001,0.03535883534284102,0.072
30,50,1,47,2035.0,1927.7471924764563,1.5666666666666667,70,28,0.56,0.593,0.03518787816061716,0.06783333333333333
30,50,2,34,1505.0,2046.912526442072,1.1333333333333333,54,21,0.42,0.699,0.024508456525920035,0.050166666666666665
30,50,3,30,1395.0,1931.7649596180008,1.0,49,18,0.36,0.721,0.02407125140586213,0.0465
30,50,4,40,1595.0,1915.8026440081455,1.3333333333333333,55,20,0.4,0.6809999999999999,0.027751640719857265,0.05316666666666667
30,50,5,37,1690.0,1820.086999992768,1.2333333333333334,59,22,0.44,0.662,0.03095090143139156,0.05633333333333333
30,50,6,39,1640.0,1821.3397020702582,1.3,59,24,0.48,0.672,0.030014536335274976,0.05466666666666667
